,volatilidade,VaR,ES,Unnamed: 0
0,0.012022671152173,-0.0186711871283304,-0.0269841671193736,
1,0.012022671152173,-0.0186711871283304,-0.0269841671193736,0.0
2,0.0120109410064202,-0.0186541852277709,-0.0269570085477177,1.0
